Performance Statistics   2017-10-25 21:02:00 - 2017-10-25 21:03:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ViewRepository.init.ViewRepositoryClientImpl            19.0          19          19         0.0           1

Performance Statistics   2017-10-25 23:10:00 - 2017-10-25 23:11:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:11:00 - 2017-10-25 23:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:12:00 - 2017-10-25 23:13:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:13:00 - 2017-10-25 23:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:15:00 - 2017-10-25 23:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                 1.1           0          23         3.8          90
Messages.searchFiles                                     0.2           0          18         1.9          90
Metadata.replaceExtendedMetaClasses                      2.0           2           2         0.0           1
QueryParser.getEntityName()                            158.0           3         455       210.1           3
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           3
QueryParser.getParamNames()                              0.7           0           2         0.9           3
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           2
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           2
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           2
QueryTransformer.addWhereAsIs(..)                        1.0           0           2         1.0           2
QueryTransformer.getResult()                             2.5           0           5         2.5           2
QueryTransformer.replaceWithSelectEntityVariable(..)         1.5           0           3         1.5           2

Performance Statistics   2017-10-25 23:16:00 - 2017-10-25 23:17:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Metadata.replaceExtendedMetaClasses                      8.0           8           8         0.0           1
PersistenceSecurity.applyConstraints(..)                 4.0           4           4         0.0           1
QueryParser.getEntityName()                              0.2           0           1         0.4           6
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           5
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           5
QueryParser.getParamNames()                              0.0           0           0         0.0           6
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           2
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           2
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           2
QueryTransformer.addWhereAsIs(..)                        0.0           0           0         0.0           2
QueryTransformer.getResult()                             0.0           0           0         0.0           2
QueryTransformer.replaceWithSelectEntityVariable(..)         0.0           0           0         0.0           2
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           1
ViewRepository.init.ViewRepositoryClientImpl            29.0          29          29         0.0           1

Performance Statistics   2017-10-25 23:17:00 - 2017-10-25 23:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:18:00 - 2017-10-25 23:19:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:19:00 - 2017-10-25 23:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:20:00 - 2017-10-25 23:21:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:21:00 - 2017-10-25 23:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:22:00 - 2017-10-25 23:23:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:23:00 - 2017-10-25 23:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:24:00 - 2017-10-25 23:25:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:25:00 - 2017-10-25 23:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:26:00 - 2017-10-25 23:27:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
PersistenceSecurity.applyConstraints(..)                 1.5           1           2         0.5           2
QueryParser.getEntityName()                              0.1           0           1         0.3           7
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           5
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           5
QueryParser.getParamNames()                              0.0           0           0         0.0           7
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           2
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           2
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           2
QueryTransformer.addWhereAsIs(..)                        0.0           0           0         0.0           2
QueryTransformer.getResult()                             0.0           0           0         0.0           2
QueryTransformer.replaceWithSelectEntityVariable(..)         0.0           0           0         0.0           2
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           2

Performance Statistics   2017-10-25 23:27:00 - 2017-10-25 23:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
PersistenceSecurity.applyConstraints(..)                 1.0           1           1         0.0           1
QueryParser.getEntityName()                              0.0           0           0         0.0           2
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getParamNames()                              0.0           0           0         0.0           2
Security.isEntityOpPermitted(..)                         0.0           0           0         0.0           1

Performance Statistics   2017-10-25 23:28:00 - 2017-10-25 23:29:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:29:00 - 2017-10-25 23:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:30:00 - 2017-10-25 23:31:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:31:00 - 2017-10-25 23:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:32:00 - 2017-10-25 23:33:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:33:00 - 2017-10-25 23:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:34:00 - 2017-10-25 23:35:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:35:00 - 2017-10-25 23:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:36:00 - 2017-10-25 23:37:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                             1170.0         317        2023       853.0           2

Performance Statistics   2017-10-25 23:37:00 - 2017-10-25 23:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                              307.0         307         307         0.0           1

Performance Statistics   2017-10-25 23:38:00 - 2017-10-25 23:39:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                              289.0         289         289         0.0           1

Performance Statistics   2017-10-25 23:39:00 - 2017-10-25 23:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                              321.0         321         321         0.0           1

Performance Statistics   2017-10-25 23:40:00 - 2017-10-25 23:41:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                              300.5         290         311        10.5           2

Performance Statistics   2017-10-25 23:41:00 - 2017-10-25 23:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                 1.1           0          14         3.4          50
Messages.searchFiles                                     0.3           0          17         2.4          50

Performance Statistics   2017-10-25 23:42:00 - 2017-10-25 23:43:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                 1.0           0          16         3.4          40
Messages.searchFiles                                     0.1           0           3         0.5          40
Metadata.replaceExtendedMetaClasses                      3.0           3           3         0.0           1
QueryParser.getEntityName()                             84.0           0         471       173.4           6
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           6
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           6
QueryParser.getParamNames()                              0.3           0           2         0.7           6
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           4
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           4
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           4
QueryTransformer.addWhereAsIs(..)                        1.0           0           4         1.7           4
QueryTransformer.getResult()                             1.3           0           5         2.2           4
QueryTransformer.replaceWithSelectEntityVariable(..)         1.0           0           4         1.7           4

Performance Statistics   2017-10-25 23:43:00 - 2017-10-25 23:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:44:00 - 2017-10-25 23:45:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:45:00 - 2017-10-25 23:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:46:00 - 2017-10-25 23:47:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:47:00 - 2017-10-25 23:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                              891.0         891         891         0.0           1

Performance Statistics   2017-10-25 23:47:00 - 2017-10-25 23:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                 1.1           0          15         3.5          50
Messages.searchFiles                                     0.3           0          17         2.4          50

Performance Statistics   2017-10-25 23:48:00 - 2017-10-25 23:49:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Messages.searchClasspath                                 0.9           0          15         3.0          40
Messages.searchFiles                                     0.1           0           3         0.5          40
Metadata.replaceExtendedMetaClasses                      3.0           3           3         0.0           1
QueryParser.getEntityName()                             69.6           0         467       162.3           7
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           7
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           7
QueryParser.getParamNames()                              0.3           0           2         0.7           7
QueryParser.isCollectionSecondaryEntitySelect()          0.0           0           0         0.0           4
QueryTransformer.addEntityInGroupBy(..)                  0.0           0           0         0.0           4
QueryTransformer.addFirstSelectionSource(..)             0.0           0           0         0.0           4
QueryTransformer.addWhereAsIs(..)                        0.8           0           3         1.3           4
QueryTransformer.getResult()                             1.3           0           5         2.2           4
QueryTransformer.replaceWithSelectEntityVariable(..)         0.8           0           3         1.3           4

Performance Statistics   2017-10-25 23:49:00 - 2017-10-25 23:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
LoadClass                                              908.0         908         908         0.0           1

Performance Statistics   2017-10-25 23:50:00 - 2017-10-25 23:51:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
QueryParser.getEntityName()                              0.0           0           0         0.0           1
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           1
QueryParser.getParamNames()                              0.0           0           0         0.0           1

Performance Statistics   2017-10-25 23:51:00 - 2017-10-25 23:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:52:00 - 2017-10-25 23:53:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:53:00 - 2017-10-25 23:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:54:00 - 2017-10-25 23:55:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:55:00 - 2017-10-25 23:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:56:00 - 2017-10-25 23:57:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
QueryParser.getEntityName()                              0.0           0           0         0.0           2
QueryParser.getEntityNameIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getEntityPathIfSecondaryReturnedInsteadOfMain()         0.0           0           0         0.0           2
QueryParser.getParamNames()                              0.0           0           0         0.0           2

Performance Statistics   2017-10-25 23:57:00 - 2017-10-25 23:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-10-25 23:58:00 - 2017-10-25 23:59:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

